C, 16, 0, 84.74, RealTime, 1
C, 16, 0, 100.135693, SimTime, 1
C, 16, 0, 226.542, RunTime, 1
C, 16, 0, 84.63, RealTime, 2
C, 16, 0, 100.151185, SimTime, 2
C, 16, 0, 181.802, RunTime, 2
C, 16, 0, 84.55, RealTime, 3
C, 16, 0, 100.121430, SimTime, 3
C, 16, 0, 217.692, RunTime, 3
C, 16, 0, 84.73, RealTime, 4
C, 16, 0, 100.132818, SimTime, 4
C, 16, 0, 235.263, RunTime, 4
C, 16, 0, 84.74, RealTime, 5
C, 16, 0, 100.161509, SimTime, 5
C, 16, 0, 224.653, RunTime, 5
C, 16, 1, 84.74, RealTime, 1
C, 16, 1, 100.103897, SimTime, 1
C, 16, 1, 235.447, RunTime, 1
C, 16, 1, 84.63, RealTime, 2
C, 16, 1, 100.119316, SimTime, 2
C, 16, 1, 154.408, RunTime, 2
C, 16, 1, 84.55, RealTime, 3
C, 16, 1, 100.92181, SimTime, 3
C, 16, 1, 227.677, RunTime, 3
C, 16, 1, 84.73, RealTime, 4
C, 16, 1, 100.98681, SimTime, 4
C, 16, 1, 230.749, RunTime, 4
C, 16, 1, 84.74, RealTime, 5
C, 16, 1, 100.129290, SimTime, 5
C, 16, 1, 157.641, RunTime, 5
C, 16, 2, 84.74, RealTime, 1
C, 16, 2, 100.47592, SimTime, 1
C, 16, 2, 246.240, RunTime, 1
C, 16, 2, 84.63, RealTime, 2
C, 16, 2, 100.61590, SimTime, 2
C, 16, 2, 228.377, RunTime, 2
C, 16, 2, 84.55, RealTime, 3
C, 16, 2, 100.34528, SimTime, 3
C, 16, 2, 183.087, RunTime, 3
C, 16, 2, 84.73, RealTime, 4
C, 16, 2, 100.42145, SimTime, 4
C, 16, 2, 213.102, RunTime, 4
C, 16, 2, 84.74, RealTime, 5
C, 16, 2, 100.71382, SimTime, 5
C, 16, 2, 195.258, RunTime, 5
C, 16, 4, 84.74, RealTime, 1
C, 16, 4, 100.121965, SimTime, 1
C, 16, 4, 229.993, RunTime, 1
C, 16, 4, 84.63, RealTime, 2
C, 16, 4, 100.145835, SimTime, 2
C, 16, 4, 239.740, RunTime, 2
C, 16, 4, 84.55, RealTime, 3
C, 16, 4, 100.109599, SimTime, 3
C, 16, 4, 254.316, RunTime, 3
C, 16, 4, 84.73, RealTime, 4
C, 16, 4, 100.120614, SimTime, 4
C, 16, 4, 261.713, RunTime, 4
C, 16, 4, 84.74, RealTime, 5
C, 16, 4, 100.153363, SimTime, 5
C, 16, 4, 258.986, RunTime, 5
C, 32, 0, 55.55, RealTime, 1
C, 32, 0, 51.206295, SimTime, 1
C, 32, 0, 535.442, RunTime, 1
C, 32, 0, 55.66, RealTime, 2
C, 32, 0, 51.285557, SimTime, 2
C, 32, 0, 481.723, RunTime, 2
C, 32, 0, 55.65, RealTime, 3
C, 32, 0, 51.295041, SimTime, 3
C, 32, 0, 601.119, RunTime, 3
C, 32, 0, 55.65, RealTime, 4
C, 32, 0, 51.322468, SimTime, 4
C, 32, 0, 421.776, RunTime, 4
C, 32, 0, 55.48, RealTime, 5
C, 32, 0, 51.216707, SimTime, 5
C, 32, 0, 434.993, RunTime, 5
C, 32, 1, 55.55, RealTime, 1
C, 32, 1, 51.153272, SimTime, 1
C, 32, 1, 347.136, RunTime, 1
C, 32, 1, 55.66, RealTime, 2
C, 32, 1, 51.224104, SimTime, 2
C, 32, 1, 676.065, RunTime, 2
C, 32, 1, 55.65, RealTime, 3
C, 32, 1, 51.233763, SimTime, 3
C, 32, 1, 768.254, RunTime, 3
C, 32, 1, 55.65, RealTime, 4
C, 32, 1, 51.270428, SimTime, 4
C, 32, 1, 476.009, RunTime, 4
C, 32, 1, 55.48, RealTime, 5
C, 32, 1, 51.167982, SimTime, 5
C, 32, 1, 348.987, RunTime, 5
C, 32, 2, 55.55, RealTime, 1
C, 32, 2, 51.133111, SimTime, 1
C, 32, 2, 405.872, RunTime, 1
C, 32, 2, 55.66, RealTime, 2
C, 32, 2, 51.210931, SimTime, 2
C, 32, 2, 371.174, RunTime, 2
C, 32, 2, 55.65, RealTime, 3
C, 32, 2, 51.220542, SimTime, 3
C, 32, 2, 390.176, RunTime, 3
C, 32, 2, 55.65, RealTime, 4
C, 32, 2, 51.244677, SimTime, 4
C, 32, 2, 363.364, RunTime, 4
C, 32, 2, 55.48, RealTime, 5
C, 32, 2, 51.146694, SimTime, 5
C, 32, 2, 387.344, RunTime, 5
C, 32, 4, 55.55, RealTime, 1
C, 32, 4, 51.177740, SimTime, 1
C, 32, 4, 521.856, RunTime, 1
C, 32, 4, 55.66, RealTime, 2
C, 32, 4, 51.255798, SimTime, 2
C, 32, 4, 367.907, RunTime, 2
C, 32, 4, 55.65, RealTime, 3
C, 32, 4, 51.265482, SimTime, 3
C, 32, 4, 382.562, RunTime, 3
C, 32, 4, 55.65, RealTime, 4
C, 32, 4, 51.300884, SimTime, 4
C, 32, 4, 388.827, RunTime, 4
C, 32, 4, 55.48, RealTime, 5
C, 32, 4, 51.193826, SimTime, 5
C, 32, 4, 376.858, RunTime, 5
